DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB01015,-1.0381,-0.2777,-0.1432,-0.7359,1.0842,-0.089,-0.083,-0.6639,-0.6819,-0.2165,-0.7941,0.1131,-0.8218,0.2811,0.7765,0.9952,0.2987,-0.4928,-0.0447,1.0138,-0.95,-0.1008,-0.5258,-0.3942,0.8186,0.2701,0.7373,0.152,0.5055,-0.3476,0.3919,0.3013,0.27,-0.2765,-0.5701,-0.1997,0.0789,-0.2412,-0.3458,0.4359,0.283,-0.2709,0.1702,0.3839,-0.6579,0.3507,-0.0215,-0.3691,0.2871,0.2421,-0.5069,0.5983,0.0322,-0.1582,0.4633,0.0149,-0.5391,-0.1655,0.1671,-0.0284,0.0242,0.2326,0.4332,0.2004,-0.4124,0.1883,0.1192,-0.1819,-0.702,-0.2463,-0.13,-0.1023,0.1285,0.1591,0.1818,-0.228,0.0147,0.2275,-0.0237,0.0356,0.4709,-0.1338,0.1567,-0.069,0.1618,-0.1609,0.2217,0.0496,-0.049,0.1161,0.0761,-0.1547,0.1629,0.0073,0.1058,0.1006,0.108,0.1017,0.2272,-0.0622
DB01016,0.3333,0.9649,-0.2458,-1.9541,0.2404,-0.1042,-0.2118,-1.0418,-0.0326,0.7651,0.6778,0.4656,-1.9,-0.6383,0.7149,1.0694,-0.0391,-0.6202,-0.1587,0.4541,-1.6162,0.6334,-0.1978,0.4412,0.2117,0.0185,-0.471,-0.4239,0.7751,1.0844,0.549,-0.4064,1.681,-0.1953,1.0154,0.4306,0.677,-0.2281,0.0077,0.0352,-0.7719,-0.5745,0.3419,-0.1261,-0.1067,-0.2896,0.7906,-0.0909,-0.3397,0.3984,-0.1539,0.2554,-0.0272,-0.7116,1.0208,0.015,0.492,0.6601,-0.248,-0.2098,0.2635,-0.0345,-0.4168,-0.0494,0.592,0.259,0.2982,-0.3563,0.1339,0.4395,-0.1753,0.3385,0.1335,0.2536,0.3687,-0.0877,0.0546,-0.0103,0.4638,0.464,-0.3561,0.3053,-0.5014,-0.2869,-0.1194,0.1826,-0.41,-0.1578,-0.167,0.127,0.334,0.0954,0.5936,-0.0275,-0.4245,0.2784,0.2702,0.5901,0.187,-0.2658
DB01017,0.9623,-0.519,0.1104,0.0362,-0.474,-0.5826,0.953,-0.2471,-0.9483,1.1946,-0.9727,1.3252,0.0467,1.2803,1.7418,-1.021,0.6506,0.3127,-0.6759,-0.3343,-0.5875,-0.9667,1.1083,-1.3873,-0.457,0.4288,-0.9502,0.0318,-1.1209,-0.7111,0.2028,-0.3745,-0.3504,-1.2056,0.2828,-0.369,-0.0012,-0.0639,0.0154,-0.7058,0.3854,-0.981,-0.0166,-0.7807,0.2567,0.6225,-0.4078,0.5536,0.2679,0.116,-1.5067,-0.414,0.091,-0.3846,-0.0884,-0.4216,0.3111,0.3557,-0.0933,-0.3712,0.5176,0.1145,0.2423,-0.1453,0.7783,0.1435,-0.7415,0.3276,-0.0537,0.0589,0.1548,0.2299,-0.222,0.0273,0.4784,-0.054,-0.0252,-0.0566,0.2893,-0.3514,-0.0317,0.1224,-0.0462,0.1723,-0.1319,-0.1942,0.2459,-0.0677,0.0819,0.1462,-0.1184,-0.0691,-0.1592,-0.1433,0.0993,0.013,-0.3314,0.0712,0.153,-0.087
DB01018,-1.0134,0.1981,0.3658,0.3207,0.1271,-0.322,0.5359,-0.4148,0.1837,0.7572,0.0328,0.5548,-1.0526,0.1743,0.3706,-0.1562,-0.3562,0.4965,-0.0059,0.1777,0.3666,0.2855,0.3028,0.2676,-0.3783,0.2577,-0.8909,0.2218,0.3533,-0.4607,0.0326,0.134,-0.3761,0.1431,-0.2128,0.3132,0.6841,0.1804,0.2548,0.1892,0.2834,0.2564,0.107,0.2159,-0.2325,0.1316,0.4602,-0.0263,0.5166,-0.2082,0.2624,0.2651,-0.2053,-0.0406,-0.3526,0.1577,-0.0281,-0.3285,0.0637,-0.1442,-0.4131,-0.0739,0.2979,0.0076,-0.765,-0.0385,0.5135,-0.1261,0.2618,-0.0115,-0.3574,-0.1683,0.0212,0.0939,0.3594,-0.0873,-0.3763,0.1233,-0.1147,0.1229,-0.0094,0.01,-0.0178,-0.0936,-0.0004,0.3035,0.1932,0.409,0.0196,-0.0783,-0.1238,0.1083,-0.097,0.1339,0.0231,-0.0313,-0.0486,0.1764,0.4968,-0.0918
DB01020,0.0711,-1.4675,0.0496,0.0046,0.5819,0.1355,-0.4247,0.2068,0.0105,0.7123,-0.3985,-0.2639,-0.4316,-0.3379,-0.7055,0.4272,0.0509,-0.5249,0.3504,-0.0508,-0.0074,0.225,-0.2039,-0.1566,-0.0476,-0.1513,0.323,-0.8116,0.127,0.265,-0.6275,0.3024,-0.3673,-0.5479,0.537,-0.5493,0.1226,0.0787,-0.3402,0.2871,0.1192,-0.0329,0.4362,-0.0872,-0.1223,-0.0125,-0.2692,0.089,0.5036,0.3008,-0.1175,0.1754,0.249,0.495,-0.1382,0.4978,0.0272,0.2454,-0.2354,0.0647,0.2304,0.0834,-0.1466,-0.2504,-0.3388,0.0726,-0.0066,0.2276,0.4072,0.1967,0.1111,0.4188,-0.7108,-0.3326,-0.1482,0.0285,-0.2517,0.0849,0.4553,0.028,-0.4138,-0.2713,0.5555,-0.0522,0.2146,0.0455,0.1289,-0.306,0.0993,-0.2196,0.3221,0.2698,-0.0992,-0.1686,-0.0297,-0.0992,-0.0396,-0.1682,0.1463,-0.2456
DB01021,-0.6971,-0.6717,-0.3872,-0.4255,0.205,0.7816,0.8521,-0.9215,-0.7196,1.1028,-0.3937,0.1547,-0.5695,-0.8383,0.1606,1.0341,-0.0271,0.297,-0.037,0.9225,-0.5665,-0.3153,0.7993,-1.0949,0.2847,0.0602,0.0102,0.7776,0.2646,-0.1611,-0.3463,-0.8731,-0.4695,0.2703,-0.3081,0.7129,-0.3121,1.0206,0.8614,0.2302,0.0267,-0.0017,-0.4771,0.0069,0.4228,-1.5468,-0.1592,-0.2791,0.3636,-0.154,0.3514,-0.313,0.3182,1.0114,-0.2046,0.173,-0.1446,-0.0639,0.3457,-0.0127,0.1258,0.2649,-0.3102,-0.0958,-0.281,-0.2992,0.2255,0.406,-0.0069,0.3719,0.4344,0.1278,-0.2711,-0.756,-0.2795,-0.0461,-0.1084,0.0396,-0.0839,0.2427,-0.3578,-0.0871,0.3008,0.0503,0.132,-0.0855,-0.2719,-0.2126,-0.0048,-0.1235,-0.1823,0.0564,-0.1428,-0.0583,-0.2809,-0.5228,-0.0742,0.235,-0.1168,0.4755
DB01022,-0.677,0.3344,0.6414,0.3196,-0.938,-0.1289,0.2889,0.2359,-0.2015,-0.4124,-0.1656,-0.2725,0.8814,-0.2327,0.4295,0.7272,0.3911,0.7805,0.087,-0.1109,-0.1012,0.6565,-0.9248,-0.4309,0.2042,0.0297,-0.2633,-0.3433,-0.2178,-0.5457,0.4435,0.4399,0.5203,-0.0509,-0.0869,-0.1685,0.4192,-0.1799,0.4409,0.4138,-0.0173,-0.0757,-0.2377,0.5664,0.0635,0.3378,0.4973,-0.4351,0.0422,0.0381,-0.3001,-0.5727,-0.1208,0.0201,-0.2085,0.4778,-0.4166,-0.1657,0.5477,1.059,-0.2857,0.1135,-0.0365,0.2986,0.0165,0.2289,-0.0227,0.319,0.3388,-0.3139,0.6552,-0.5839,0.1547,0.2295,-0.1349,-0.3038,0.2087,-0.1611,0.3439,0.2409,0.0054,-0.3158,-0.1369,0.0146,-0.0892,-0.0791,-0.2902,-0.0739,-0.5359,0.2147,-0.0519,0.5787,0.1491,-0.0617,0.153,-0.2718,-0.3492,0.0755,-0.5018,0.2525
DB01023,0.105,0.4957,0.115,-0.3548,0.1427,-1.2062,-0.029,-0.0238,0.0426,0.526,-0.4364,0.7254,-0.6506,-1.0928,0.4664,0.2899,-1.3612,0.267,-0.0959,1.425,1.0755,-0.1116,0.4278,0.4166,-0.8024,0.0823,-1.0386,0.0839,-0.2654,-0.8672,-0.2898,-0.3701,-0.293,0.4118,-0.4243,0.015,0.5608,-0.0209,0.5128,-0.4803,0.2055,0.7244,0.3696,-0.4025,0.168,-0.1663,0.1045,-0.3776,0.0258,0.1822,-0.26,0.36,-0.3438,-0.366,-0.178,0.2523,-0.0457,0.219,-0.0934,0.0688,-0.552,-0.418,0.2432,0.7396,-0.0808,-0.3163,-0.117,-0.287,-0.1755,-0.2789,0.5113,-0.3097,0.0579,-0.0355,-0.0021,-0.6188,-0.0175,0.3156,0.3661,-0.1123,0.1885,-0.4925,0.3839,-0.027,-0.4103,0.1298,0.3294,0.2339,0.0283,0.3114,-0.2148,-0.3265,0.2082,-0.0712,0.296,0.1673,-0.5133,-0.4328,-0.1186,-0.0698
DB01024,0.4591,-0.4049,0.4535,-0.1261,0.1447,-0.4961,-0.7759,-0.1081,0.6084,0.3949,-0.6256,0.3959,0.9757,-0.3782,-0.3301,-0.602,0.5221,0.4601,0.5187,-0.3085,-0.0248,1.568,-1.1233,-0.2961,0.2665,0.1643,-0.8003,0.0539,0.2933,-0.6217,0.7866,-0.2524,-0.1414,-0.6997,-0.0292,-0.0319,0.2705,-0.7024,-0.2534,-0.1909,-0.0941,-0.0147,-0.704,0.1516,0.0954,0.2762,-0.119,-0.3958,-0.2753,-0.6028,-0.0384,0.4287,-0.4906,0.1841,-0.2347,0.6718,-0.3524,0.5797,-0.2428,0.7265,-0.1481,0.3428,0.2358,-0.0005,-0.0569,-0.2636,0.0162,-0.2936,0.1688,-0.1136,0.1571,0.0436,-0.2817,0.2423,0.0441,-0.1572,0.3438,0.353,0.3846,-0.4385,0.2297,0.2419,-0.2432,-0.4268,-0.401,-0.0752,0.2947,0.0261,-0.3556,0.4251,0.0184,0.4958,-0.0725,-0.3327,0.012,-0.647,-0.1035,-0.2276,0.0333,-0.216
DB01026,0.7665,0.5904,-1.552,-1.2279,0.8122,-0.1938,0.8563,0.6298,0.2456,0.7305,1.5106,-0.1456,-0.7145,-0.9389,-0.0534,-0.9064,-1.007,-0.1411,-1.1185,-0.4963,0.5195,0.4592,-0.2505,-0.3116,-0.2217,0.4524,1.4476,0.4519,0.4821,0.1036,-0.426,0.4657,-0.4337,-1.6832,0.6409,0.125,0.564,0.3936,-0.4964,-0.8631,0.3999,0.6083,0.1342,0.3827,-0.4171,-0.141,-0.0275,-0.2744,-0.4052,-0.1965,-0.7192,0.1852,0.3663,-0.5222,-0.1241,0.1651,-0.1364,0.0715,0.5963,-0.1261,-0.2719,-0.2424,0.1885,-0.7853,0.3532,-0.0885,-0.2859,-0.3185,-0.0416,0.4036,1.1039,-0.6489,0.2162,-0.4737,0.256,-0.3442,-0.371,0.4847,0.1325,0.0489,0.402,-0.4778,0.1519,0.7938,1.4957,0.4874,-0.1553,0.3623,-0.0839,0.1444,-0.2987,0.0888,0.8765,-0.1242,-0.2343,0.1544,0.3725,-0.0864,-0.1872,0.0359
DB01028,-1.2644,-1.4336,0.2628,-0.4191,0.1309,0.0935,-0.2592,0.252,-0.2467,0.1636,0.3002,-0.3398,0.0699,-0.7306,-0.4734,0.412,0.4243,0.0858,-0.2616,-0.2435,0.2956,0.2831,0.8428,0.2496,0.0419,-0.9129,0.0496,-0.1627,-0.1467,0.0093,-0.0607,-0.167,-0.1823,0.2343,-0.3117,0.3558,-0.3845,-0.2719,-0.0431,-0.192,0.0348,-0.0832,0.2602,-0.2447,0.3887,0.3163,0.0379,0.1713,0.154,0.2126,-0.1157,0.0689,-0.206,0.3425,0.1398,0.1889,0.1473,0.0504,0.035,0.2634,0.0392,0.1826,0.0748,0.0744,-0.0911,-0.1113,0.1132,0.1822,-0.3072,-0.1117,-0.0211,0.048,-0.2663,0.0854,0.0447,-0.4982,-0.019,0.1921,0.2035,0.1181,0.0049,-0.1529,-0.0454,-0.177,-0.0524,0.0507,0.1507,-0.0441,0.0429,0.1677,-0.1193,-0.1135,0.1767,0.0756,0.0364,-0.0439,0.093,0.0061,0.2129,-0.2055
DB01029,-0.1508,0.8709,-1.1668,0.2322,-0.5757,0.2546,0.8862,0.4124,0.6721,-1.0813,-0.4405,0.4493,0.4496,0.1482,0.63,0.3832,-1.1459,0.0533,0.0638,0.2912,-0.2817,1.1134,-0.0589,0.2689,0.0032,-0.2802,-0.674,0.3333,-1.2493,1.1444,1.0353,-0.1985,0.6296,-0.3407,0.0709,0.2416,-0.013,0.281,-0.6844,0.6773,0.0846,0.4173,-0.0317,-0.495,0.3283,-0.3896,1.1926,0.4102,0.5373,0.4447,-0.0351,-0.1496,-0.8442,0.1563,-0.0844,-0.4448,0.4656,-0.6468,0.3,-0.1519,-0.2901,-0.4862,0.218,0.1966,0.1468,-0.1909,-0.4157,0.5228,0.2563,-0.6361,-0.7879,-0.598,-0.0653,-0.5593,-0.9345,-0.5555,0.2741,-0.2062,-0.3673,0.1072,-0.1332,-0.4943,-0.0096,-0.1413,0.4675,0.3182,0.1111,-0.8694,0.1901,-0.197,-0.02,0.068,-0.1356,-0.8101,-0.2673,-0.1634,0.1712,0.2578,0.0614,0.0648
DB01030,0.6032,-0.0177,-0.7128,-0.5183,0.0563,-0.2918,0.4304,0.5976,-0.0401,-0.1854,-0.263,0.604,1.5623,0.924,0.681,-1.2605,0.3044,-0.5156,0.588,0.4414,-0.6617,-0.1537,-0.0514,-0.0058,0.956,0.5707,0.2223,0.6028,-0.0324,0.3892,0.2791,-0.0814,-0.3716,-0.5831,0.0964,-0.1435,-0.603,0.1674,-0.8991,0.0573,0.3123,0.7549,-0.1664,-0.5421,-0.0483,0.0547,-0.7813,0.227,-0.0974,-0.5877,-0.3659,0.5126,0.4359,0.5759,-0.4788,0.452,0.0486,-0.1971,-0.2905,-0.236,-0.5175,-0.7205,0.0702,0.3006,-0.6132,0.5507,-0.0125,0.0257,0.2368,-0.3212,0.3064,0.4393,0.1558,-0.9819,0.3832,0.5159,0.2374,-0.0957,-0.5115,-0.2105,0.0907,0.1111,0.2253,-0.882,-0.2373,-0.8434,1.0062,-0.1065,-0.2975,0.3274,0.0101,0.8725,0.518,0.4089,-0.5816,-0.4471,-0.0585,-0.0068,-0.108,-0.2611
DB01032,-0.8113,-0.0422,0.7226,0.0795,-0.0729,-0.7265,-0.3112,-0.4536,1.1305,0.0611,-0.0327,0.6723,0.4099,0.035,1.2034,-0.1015,0.2112,-0.5672,0.3236,0.0336,-0.6499,-0.1044,-0.0031,-0.5175,0.4526,0.2137,0.5071,0.0244,0.1264,0.3387,0.1926,0.0152,-0.2011,0.0841,0.0943,0.3436,0.1091,0.0911,-0.2653,0.4797,-0.1271,-0.0425,0.5221,-0.0382,-0.3024,0.0639,-0.362,0.1908,-0.3819,0.318,-0.4504,0.0147,-0.4961,0.4306,-0.0754,0.0074,-0.072,-0.3294,-0.3871,-0.1167,-0.0581,0.0585,0.2144,0.3227,0.0145,0.2951,-0.1045,0.2145,-0.2874,0.0223,0.3702,0.2667,-0.1551,0.1952,-0.1481,0.0931,0.0558,0.1441,0.0535,0.124,-0.2214,0.0076,-0.1709,0.0905,-0.0014,-0.0303,0.1785,0.0724,0.0054,-0.0204,-0.3036,0.244,0.2543,0.0435,-0.1533,0.4921,-0.1191,-0.0061,-0.2705,-0.0951
DB01033,-1.2734,-0.5831,-0.276,-0.0594,0.6148,0.8159,0.0255,-0.1811,-0.1031,-0.9277,-0.5693,-0.0826,0.3047,-0.0652,0.1621,0.029,-0.3563,0.1847,-0.1557,-0.2415,-0.0034,-0.0986,0.1956,0.6224,-0.2719,0.1734,0.3762,0.0614,-0.0897,0.0711,-0.0041,-0.0236,-0.2214,0.0751,-0.3675,-0.1638,0.0771,0.4378,0.5534,0.0243,-0.385,0.1804,-0.0207,-0.1805,0.2536,0.0546,-0.0984,-0.2738,-0.1402,-0.0499,0.3635,0.3933,-0.0758,0.1364,0.404,-0.2126,0.2553,0.1811,-0.2859,-0.4112,0.0719,-0.0892,-0.1827,0.1462,0.1571,-0.5176,0.0958,-0.0224,0.4759,-0.2076,-0.0046,0.266,0.0091,0.186,0.3581,0.114,-0.078,0.2824,0.2609,0.4242,0.169,0.0395,0.0229,0.1859,-0.2661,0.1979,0.4291,-0.2039,-0.1914,0.2261,-0.1176,-0.4104,0.0464,-0.0819,-0.3005,-0.1536,0.173,-0.587,-0.0086,0.1985
DB01034,-0.0636,-1.0764,1.0904,0.1151,0.4672,0.3272,0.0046,0.204,0.7625,0.4312,-0.3038,0.2874,-0.0902,-0.13,0.0943,-0.2423,0.2186,0.3359,0.5017,0.1792,0.1813,0.0736,-0.3541,-0.0073,0.1191,0.1867,-0.2057,-0.3417,-0.1567,-0.2411,-0.0983,0.1845,-0.0361,-0.5782,0.2574,0.0731,0.2082,-0.4171,0.5204,0.0149,0.4154,-0.0879,0.1285,-0.1849,-0.0207,-0.3523,0.2761,-0.6199,0.3511,-0.112,0.1183,0.0755,0.1718,-0.0735,-0.2702,-0.2711,-0.0077,-0.496,0.4876,0.2076,-0.0841,-0.3828,0.0671,0.3754,-0.5274,0.157,0.1846,-0.1155,-0.367,0.6011,0.0148,-0.325,-0.1411,0.0934,0.119,0.1175,-0.2867,0.0221,0.023,-0.0767,-0.0535,0.358,0.0292,-0.179,0.1585,-0.0907,-0.4927,0.2478,0.1394,-0.0125,-0.2917,-0.0036,-0.1505,-0.0051,-0.1415,0.1429,0.5228,-0.0114,0.0156,0.0107
DB01035,-0.6908,-0.0625,1.0166,-0.4518,0.3666,-0.7417,0.1181,-0.4229,0.7844,-0.2523,-0.1109,1.1002,-0.3169,0.547,1.2865,-0.409,-0.3173,-0.0327,-0.204,0.1159,-0.2446,-1.1498,0.1433,0.5168,0.1766,0.3697,-0.0424,0.1612,0.3651,0.1214,0.0214,0.7631,0.1892,-0.0196,-0.6421,0.1034,0.2053,-0.4627,-0.3881,0.4312,0.1638,-0.363,0.3733,1.0458,0.3413,-0.3268,-0.3039,0.1925,-0.1495,0.8896,0.4642,-0.0448,-0.2376,0.184,-0.2032,0.2659,0.491,0.4212,-0.0173,-0.215,0.3536,0.3541,0.7868,0.0444,0.3344,0.0208,0.0376,-0.3739,-0.3587,0.3665,0.3126,0.1276,0.2061,0.2473,-0.0927,0.1907,-0.0519,-0.1081,0.101,-0.5146,0.2295,0.5428,0.0688,-0.1466,0.105,-0.1948,-0.1039,0.063,0.0603,-0.2513,0.2273,-0.0359,-0.0967,0.0887,0.1392,0.0047,0.0529,-0.0845,0.178,-0.2631
DB01036,-1.2279,0.6486,0.6156,0.3338,-0.9924,-0.4482,0.2335,0.5293,-1.0793,0.1493,0.3676,0.2535,0.6298,0.3285,-0.0812,-0.4449,0.6699,-0.2832,0.0041,0.9513,-0.3339,-0.302,-0.6589,-0.2039,0.2064,0.2831,0.4137,0.3698,-0.2121,0.0127,-0.0711,-0.8188,-0.0177,0.2035,-0.1415,0.1483,-0.0561,-0.2134,0.0153,0.2865,-0.5181,-0.1828,-0.2802,0.0843,0.0909,0.092,-0.0201,-0.0432,-0.2118,0.1114,0.0082,-0.4351,0.2692,0.1467,0.0251,0.2247,-0.3749,0.4211,0.0646,0.398,-0.0109,0.8295,-0.3082,0.337,-0.0448,0.26,0.1475,0.1911,-0.254,0.2523,0.1923,-0.1673,-0.3212,-0.0626,0.0302,-0.2806,0.1316,-0.2826,0.1158,-0.0924,0.0653,-0.0581,-0.4053,0.2435,-0.2996,-0.0668,0.2428,0.0819,-0.0353,-0.0278,-0.1604,-0.1364,0.1645,0.1414,0.1849,0.6769,0.1281,0.1936,-0.1201,-0.0298
DB01037,-1.4252,0.3848,0.6594,0.4826,-1.5995,-0.1641,0.1917,0.7387,-0.3718,-0.5855,-0.1422,0.152,0.3795,0.0126,0.0178,-0.2709,0.3998,-0.3858,-0.4655,0.7301,-0.4593,0.1001,0.0568,0.24,0.0157,-0.0392,0.1986,0.2633,0.3794,-0.2096,0.1903,0.4288,-0.3583,0.3831,0.3169,0.1365,-0.2053,0.3113,0.1956,0.0901,0.3602,-0.2657,0.0477,-0.3741,0.1775,-0.1417,-0.5511,0.3934,0.2376,0.126,-0.0403,-0.1669,-0.3701,-0.0643,0.4329,-0.1376,0.2404,-0.0127,-0.0167,0.1375,-0.0774,-0.2498,-0.0012,-0.1156,-0.0033,-0.1439,0.1577,0.2191,0.0974,-0.041,0.3173,-0.1429,0.0657,-0.1942,-0.1912,0.21,0.049,-0.0096,-0.4751,-0.0417,-0.1508,0.0802,0.0409,0.4344,-0.4745,-0.3126,0.0272,0.4301,-0.0968,0.0174,-0.3748,-0.0794,0.0615,-0.0747,-0.2398,0.0689,-0.0011,-0.2485,0.2204,0.1239
DB01039,-0.8751,-0.0524,0.4734,-0.6666,0.008,-0.8336,0.4944,-0.2171,-0.1514,0.9544,1.1643,-0.6221,-0.1673,-0.8935,0.3244,-0.1482,-0.5178,0.2002,-0.8455,-0.7704,0.0302,0.1884,0.3551,-0.7474,0.1291,-0.0455,-0.2884,-0.0151,-0.3245,0.5218,-0.297,0.5408,-0.3566,-0.1308,-0.568,0.9461,0.0867,0.0323,-0.1968,0.0689,0.217,0.1182,-0.1022,-0.2246,-0.0457,0.2014,-0.779,0.026,0.0542,0.5245,-0.881,0.2209,-0.5546,0.5555,-0.1264,0.1764,0.3822,-0.5056,-0.188,-0.1704,0.2332,-0.1163,-0.3015,0.0814,-0.0279,0.1113,-0.1851,-0.1277,0.192,0.0137,0.1887,-0.2022,0.0403,0.1735,-0.2384,-0.0253,0.3507,0.1877,0.4819,-0.1224,-0.1098,0.6404,-0.3218,0.0803,-0.1234,-0.3188,-0.2863,-0.1159,0.0968,-0.0003,0.4702,0.3068,0.2861,-0.2997,0.1497,-0.2007,-0.0219,-0.0153,0.1513,0.3893
DB01041,0.2227,-0.1799,-1.3393,1.1115,-0.6809,0.4746,0.0762,-0.1861,-0.3757,-0.1033,-1.3187,-0.3603,0.1852,-0.016,-0.1742,0.4964,-0.5151,0.533,0.016,-0.1061,-0.4263,0.1946,0.2674,-0.3123,-0.3514,0.056,-0.5266,-0.2774,-0.3581,0.4425,-0.0516,0.457,-0.0629,-0.0189,-0.019,0.081,0.55,0.2144,-0.4116,0.3167,-0.4194,0.0713,0.243,0.3996,0.3625,-0.2768,0.15,0.1901,-0.1129,-0.1097,0.0113,-0.5381,-0.0014,-0.1255,-0.285,-0.0213,0.218,0.0414,-0.052,0.2089,-0.3057,-0.0204,0.1853,0.1489,0.4895,-0.0524,-0.1952,-0.2991,0.0675,0.202,-0.0571,0.0194,0.3007,0.0916,0.0702,0.1593,-0.0352,0.3548,-0.4673,0.2332,0.0219,-0.013,0.1299,0.1514,-0.0157,-0.0435,0.1699,-0.2676,-0.1616,0.2296,-0.0855,-0.1614,-0.1138,0.1134,0.115,-0.1516,0.5471,0.463,0.1511,0.2426
DB01042,-0.7541,0.1265,1.2919,0.2775,-0.3442,0.0663,0.4468,-0.3216,0.4016,0.3381,0.0897,0.4124,-0.4967,0.1232,-0.0838,-0.7726,0.5348,-0.793,-0.8447,0.4032,-0.1231,0.0946,0.1685,-0.203,0.1439,0.7873,-0.4384,0.1235,0.3345,0.4352,0.2634,0.4557,-0.0507,-0.4942,-0.0392,0.7012,-0.0573,-0.0674,-0.03,-0.2282,0.1423,-0.2459,-0.1436,0.0915,0.1334,-0.1471,0.5642,-0.2787,0.2503,0.2354,0.5264,-0.3082,0.162,-0.0741,0.391,-0.117,-0.045,-0.1097,-0.1087,-0.0343,-0.0411,-0.5034,0.0449,0.2009,0.8077,0.1715,0.2627,0.6023,0.1171,0.0449,0.3795,-0.007,-0.0307,0.3334,-0.4618,-0.8549,-0.0801,-0.5027,-0.551,-0.0235,0.0793,-0.052,0.546,-0.0727,-0.062,0.4318,0.4354,0.5367,0.4852,0.0629,0.1761,0.0899,-0.2447,-0.3551,-0.2792,-0.0542,-0.0207,-0.2549,0.3295,-0.1313
DB01043,-0.2116,-1.6369,-0.3248,0.0064,-0.0556,0.7135,-0.0386,-0.1409,-0.5168,0.2727,-0.5788,0.1759,-0.107,-0.5728,-0.4129,0.4964,-0.0099,-0.1571,0.1082,0.1704,0.4158,-0.8085,0.2795,0.2858,-0.3162,0.0919,0.4781,0.1377,-0.7481,-0.3162,0.3503,-0.0688,-0.0498,-0.2966,-0.2644,0.0491,-0.3887,0.1385,-0.1718,-0.4538,-0.1202,0.0129,-0.2267,-0.005,-0.0136,-0.4985,0.1847,0.1263,-0.0594,-0.2186,0.2212,0.0807,-0.1751,-0.1234,0.4003,-0.4612,0.0303,-0.2109,0.1179,0.1327,-0.2917,0.2184,-0.195,-0.1506,-0.0689,0.0244,-0.3671,-0.0455,-0.287,0.1266,-0.1739,-0.0586,0.2467,0.184,0.1102,-0.0691,-0.0474,0.0551,-0.1111,-0.0011,-0.2658,0.2041,-0.2209,-0.0815,0.1098,-0.3886,0.0117,0.1528,0.0766,0.0183,-0.0882,0.0935,0.438,0.149,0.1046,-0.0179,0.3431,0.3216,-0.0198,-0.383
DB01044,1.1987,0.324,-1.1737,-0.4257,0.9582,0.5465,-0.0355,-1.2906,0.3581,1.3167,0.1696,-0.8613,1.5419,-0.5739,-1.1701,-0.9028,1.2015,-0.7966,-0.4649,0.1539,-1.3694,-0.8888,0.0514,0.4261,-0.8573,-0.4192,-0.3248,-0.1725,-0.4118,-0.9117,-0.4621,-0.5275,0.8181,0.4141,0.2771,-0.7122,-0.2734,-0.4483,0.5353,0.2881,-0.8215,0.5754,-0.095,-0.0078,0.5504,-0.3633,0.1464,0.4754,-0.2896,-0.5512,0.0764,0.319,-1.1331,-0.5837,-0.2462,0.2285,-0.1051,-0.2624,-0.3647,0.6839,0.4002,-0.1146,-0.4688,0.3089,0.3225,0.2859,0.3808,-0.2818,-0.2088,-0.0467,0.2007,-0.5589,0.155,0.1935,-0.4401,-0.1897,-0.2376,0.2323,0.6675,0.0159,0.122,0.1124,0.1341,0.3665,0.3494,0.0164,-0.0519,-0.047,0.0417,-0.0683,0.4355,0.3041,0.1142,0.2178,-0.2352,-0.0703,0.0807,0.0739,-0.1108,0.1601
